actor,atk_margin,atk_overflow,atk_roll,atk_skill_before,atk_skill_gain,atk_xp,combat,def_margin,def_overflow,def_roll,def_skill_before,def_skill_gain,def_xp,defender,effect,effect_mag_after_ad,effect_tier,exchange,hp_after_actor,hp_after_defender,hp_damage,location_index,outcome,skill,tag_check,zone
Beta,,0,59,26,1,33,175,19,0,15,34,0,0,Alpha,Disarm,,,39,381,445,,,defender-wins,Disarm,,
Beta,,25,82,27,2,55,175,,0,72,34,1,38,Alpha,Equipment Damage,,,40,356,445,,,repeat,Equipment Damage,,
Alpha,,0,60,27,1,33,175,,0,45,37,0,8,Beta,Inflict Injury,,,41,445,356,,,repeat,Attack,,
Alpha,,18,71,30,1,41,175,,11,66,37,0,29,Beta,Grappled,,,42,427,345,,,repeat,Grapple,,
Alpha,,29,79,28,1,51,175,33,0,4,37,0,0,Beta,Prone,,,43,398,345,,,defender-wins,Trip,,
Alpha,,0,30,27,0,3,175,19,0,18,37,0,0,Beta,Disarm,,,44,398,345,,,defender-wins,Disarm,,
Alpha,,0,51,28,0,23,175,,0,86,37,1,49,Beta,Equipment Damage,,,45,398,345,,,repeat,Equipment Damage,,
Beta,7,0,20,27,0,0,175,,13,82,35,1,47,Alpha,Inflict Injury,,,46,345,378,7,,attacker-wins,Attack,,
Beta,,0,49,28,0,21,175,,5,55,36,0,19,Alpha,Grappled,,,47,345,373,,,repeat,Grapple,,
Beta,,0,46,26,0,20,175,,0,41,36,0,5,Alpha,Prone,,,48,345,373,,,repeat,Trip,,
Beta,,0,32,27,0,5,175,,0,41,36,0,5,Alpha,Disarm,,,49,345,373,,,repeat,Disarm,,
Beta,,0,44,29,0,15,175,20,0,16,36,0,0,Alpha,Equipment Damage,,,50,345,373,,,defender-wins,Equipment Damage,,
Alpha,,0,30,28,0,2,175,,0,86,38,1,48,Beta,Inflict Injury,,,51,373,345,,,repeat,Attack,,
Alpha,,0,66,31,1,35,175,18,0,21,39,0,0,Beta,Grappled,,,52,373,345,,,defender-wins,Grapple,,
Alpha,3,0,26,29,0,0,175,,0,65,39,0,26,Beta,Prone,1,2,53,373,345,,62,attacker-wins,Trip,pass,Arms
Alpha,,0,89,27,2,62,175,,0,90,39,1,51,Beta,Disarm,,,54,373,345,,,repeat,Disarm,,
Alpha,,0,73,28,1,45,175,30,0,10,40,0,0,Beta,Equipment Damage,,,55,373,345,,,defender-wins,Equipment Damage,,
Beta,,0,42,27,0,15,175,,14,82,36,1,46,Alpha,Inflict Injury,,,56,345,359,,,repeat,Attack,,
Beta,,0,98,28,2,70,175,,22,72,37,0,35,Alpha,Grappled,,,57,345,337,,,repeat,Grapple,,
Beta,2,0,24,26,0,0,175,,31,81,37,1,44,Alpha,Prone,1,2,58,345,306,,42,attacker-wins,Trip,pass,Torso
Beta,,0,92,27,2,65,175,,0,46,38,0,8,Alpha,Disarm,,,59,345,306,,,repeat,Disarm,,
Beta,,11,83,29,1,54,175,,17,71,38,0,33,Alpha,Equipment Damage,,,60,334,289,,,repeat,Equipment Damage,,
Alpha,,0,43,28,0,15,175,,0,46,40,0,6,Beta,Inflict Injury,,,61,289,334,,,repeat,Attack,,
Alpha,,0,33,32,0,1,175,,21,75,40,0,35,Beta,Grappled,,,62,289,313,,,repeat,Grapple,,
Alpha,,0,72,29,1,43,175,,14,64,40,0,24,Beta,Prone,,,63,289,299,,,repeat,Trip,,
Alpha,,22,74,29,1,45,175,,35,85,40,1,45,Beta,Disarm,,,64,267,264,,,repeat,Disarm,,
Alpha,,39,89,29,2,60,175,,7,57,41,0,16,Beta,Equipment Damage,,,65,228,257,,,repeat,Equipment Damage,,
Beta,20,0,7,27,0,0,175,,40,90,38,1,52,Alpha,Inflict Injury,,,66,257,168,20,,attacker-wins,Attack,,
Beta,,0,47,30,0,17,175,,28,78,39,1,39,Alpha,Grappled,,,67,257,140,,,repeat,Grapple,,
Beta,,0,66,26,1,40,175,,0,43,40,0,3,Alpha,Prone,,,68,257,140,,,repeat,Trip,,
Beta,,20,100,29,2,71,175,,38,95,40,1,55,Alpha,Disarm,,,69,237,102,,,repeat,Disarm,,
Beta,10,0,20,30,0,0,175,,21,71,41,0,30,Alpha,Equipment Damage,,2,70,237,71,10,2,attacker-wins,Equipment Damage,fail-and-fall-back,Legs
Alpha,,0,30,28,0,2,175,,0,78,41,0,37,Beta,Inflict Injury,,,71,71,237,,,repeat,Attack,,
Alpha,,18,88,32,1,56,175,,2,54,41,0,13,Beta,Grappled,,,72,53,235,,,repeat,Grapple,,
Alpha,,1,51,30,0,21,175,,44,94,41,1,53,Beta,Prone,,,73,52,191,,,repeat,Trip,,
Alpha,,0,34,30,0,4,175,25,0,17,42,0,0,Beta,Disarm,,,74,52,191,,,defender-wins,Disarm,,
Alpha,,0,53,31,0,22,175,,16,99,42,1,57,Beta,Equipment Damage,,,75,52,175,,,repeat,Equipment Damage,,
Beta,,30,80,27,1,53,175,,0,63,41,0,22,Alpha,Inflict Injury,,,76,145,52,,,repeat,Attack,,
Beta,,0,50,30,0,20,175,20,0,21,41,0,0,Alpha,Grappled,,,77,145,52,,,defender-wins,Grapple,,
Beta,,0,29,27,0,2,175,,13,92,41,1,51,Alpha,Prone,,,78,145,39,,,repeat,Trip,,
Beta,21,0,10,31,0,0,175,,21,71,42,0,29,Alpha,Disarm,,2,79,145,-3,21,1,attacker-wins,Disarm,fail-and-fall-back,Legs
Beta,,0,28,25,0,3,176,21,0,4,25,0,0,Alpha,Inflict Injury,,,1,600,600,,,defender-wins,Attack,,
Beta,,0,50,25,1,25,176,15,0,10,25,0,0,Alpha,Grappled,,,2,600,600,,,defender-wins,Grapple,,
Beta,21,0,4,25,0,0,176,,0,42,25,0,17,Alpha,Prone,1,2,3,600,600,,40,attacker-wins,Trip,pass,Torso
Beta,,0,41,25,0,16,176,,0,98,25,2,73,Alpha,Disarm,,,4,600,600,,,repeat,Disarm,,
Beta,,0,73,25,1,48,176,,0,37,27,0,10,Alpha,Equipment Damage,,,5,600,600,,,repeat,Equipment Damage,,
Alpha,,0,74,25,1,49,176,2,0,23,25,0,0,Beta,Inflict Injury,,,6,600,600,,,defender-wins,Attack,,
Alpha,2,0,23,25,0,0,176,,0,38,25,0,13,Beta,Grappled,1,2,7,600,600,,32,attacker-wins,Grapple,pass,Torso
Alpha,,0,38,25,0,13,176,,0,33,25,0,8,Beta,Prone,,,8,600,600,,,repeat,Trip,,
Alpha,,0,58,25,1,33,176,,0,53,25,1,28,Beta,Disarm,,,9,600,600,,,repeat,Disarm,,
Alpha,16,0,9,25,0,0,176,,0,47,26,0,21,Beta,Equipment Damage,,2,10,600,584,16,90,attacker-wins,Equipment Damage,fail-and-fall-back,Head
Beta,,0,59,25,1,34,176,,0,98,27,2,71,Alpha,Inflict Injury,,,11,584,600,,,repeat,Attack,,
Beta,,0,36,26,0,10,176,,0,97,29,2,68,Alpha,Grappled,,,12,584,600,,,repeat,Grapple,,
Beta,,0,38,25,0,13,176,6,0,25,31,0,0,Alpha,Prone,,,13,584,600,,,defender-wins,Trip,,
Beta,,0,83,25,2,58,176,,0,39,31,0,8,Alpha,Disarm,,,14,584,600,,,repeat,Disarm,,
Beta,19,0,7,26,0,0,176,,0,70,31,1,39,Alpha,Equipment Damage,1,2,15,584,600,,70,attacker-wins,Equipment Damage,pass,Arms
Alpha,,20,91,26,2,65,176,,0,60,26,1,34,Beta,Inflict Injury,,,16,580,584,,,repeat,Attack,,
Alpha,19,0,6,25,0,0,176,,0,52,27,0,25,Beta,Grappled,1,2,17,580,584,,60,attacker-wins,Grapple,pass,Arms
Alpha,24,0,1,25,0,0,176,,0,48,27,0,21,Beta,Prone,1,2,18,580,584,,10,attacker-wins,Trip,pass,Legs
Alpha,,0,100,26,2,74,176,,0,49,27,0,22,Beta,Disarm,,,19,580,584,,,repeat,Disarm,,
Alpha,,0,53,25,1,28,176,,0,53,27,0,26,Beta,Equipment Damage,,,20,580,584,,,repeat,Equipment Damage,,
Beta,24,0,2,26,0,0,176,,0,34,32,0,2,Alpha,Inflict Injury,,,21,584,556,24,,attacker-wins,Attack,,
Beta,,0,83,26,2,57,176,,0,58,32,0,26,Alpha,Grappled,,,22,584,556,,,repeat,Grapple,,
Beta,,0,44,25,0,19,176,28,0,4,32,0,0,Alpha,Prone,,,23,584,556,,,defender-wins,Trip,,
Beta,,0,39,27,0,12,176,,0,61,32,0,29,Alpha,Disarm,,,24,584,556,,,repeat,Disarm,,
Beta,3,0,23,26,0,0,176,,0,71,32,1,39,Alpha,Equipment Damage,1,2,25,584,556,,32,attacker-wins,Equipment Damage,pass,Torso
Alpha,,0,100,28,2,72,176,22,0,5,27,0,0,Beta,Inflict Injury,,,26,556,584,,,defender-wins,Attack,,
Alpha,,0,35,25,0,10,176,16,0,11,27,0,0,Beta,Grappled,,,27,556,584,,,defender-wins,Grapple,,
Alpha,23,0,2,25,0,0,176,10,0,17,27,0,0,Beta,Prone,1,2,28,556,584,,20,attacker-wins,Trip,pass,Legs
Alpha,,0,74,28,1,46,176,,0,85,27,2,58,Beta,Disarm,,,29,556,584,,,repeat,Disarm,,
Alpha,13,0,13,26,0,0,176,,0,71,29,1,42,Beta,Equipment Damage,1,2,30,556,584,,31,attacker-wins,Equipment Damage,pass,Torso
Beta,,0,64,26,1,38,176,20,0,13,33,0,0,Alpha,Inflict Injury,,,31,584,556,,,defender-wins,Attack,,
Beta,,2,82,28,1,54,176,,0,96,33,1,63,Alpha,Grappled,,,32,582,556,,,repeat,Grapple,,
Beta,5,0,20,25,0,0,176,,0,75,34,1,41,Alpha,Prone,1,2,33,582,556,,2,attacker-wins,Trip,pass,Legs
Beta,,0,40,27,0,13,176,10,0,25,35,0,0,Alpha,Disarm,,,34,582,556,,,defender-wins,Disarm,,
Beta,,0,61,26,1,35,176,,0,52,35,0,17,Alpha,Equipment Damage,,,35,582,556,,,repeat,Equipment Damage,,
Alpha,15,0,15,30,0,0,176,,0,40,30,0,10,Beta,Inflict Injury,,,36,556,567,15,,attacker-wins,Attack,,
Alpha,,0,49,25,0,24,176,,0,55,30,0,25,Beta,Grappled,,,37,556,567,,,repeat,Grapple,,
Alpha,,0,99,25,2,74,176,,0,49,30,0,19,Beta,Prone,,,38,556,567,,,repeat,Trip,,
Alpha,22,0,7,29,0,0,176,,0,76,30,1,46,Beta,Disarm,1,2,39,556,567,,70,attacker-wins,Disarm,pass,Arms
Alpha,,0,82,26,2,56,176,20,0,11,31,0,0,Beta,Equipment Damage,,,40,556,567,,,defender-wins,Equipment Damage,,
Beta,6,0,21,27,0,0,176,5,0,30,35,0,0,Alpha,Inflict Injury,,,41,567,555,1,,attacker-wins,Attack,,
Beta,26,0,3,29,0,0,176,21,0,14,35,0,0,Alpha,Grappled,1,2,42,567,555,,30,attacker-wins,Grapple,pass,Torso
Beta,,0,85,25,2,60,176,34,0,1,35,0,0,Alpha,Prone,,,43,567,555,,,defender-wins,Trip,,
Beta,8,0,19,27,0,0,176,,0,100,35,1,65,Alpha,Disarm,,2,44,567,547,8,91,attacker-wins,Disarm,fail-and-fall-back,Head
Beta,,0,35,27,0,8,176,,0,100,36,1,64,Alpha,Equipment Damage,,,45,567,547,,,repeat,Equipment Damage,,
Alpha,,21,71,30,1,41,176,,0,43,31,0,12,Beta,Inflict Injury,,,46,526,567,,,repeat,Attack,,
Alpha,9,0,16,25,0,0,176,30,0,1,31,0,0,Beta,Grappled,,,47,526,567,,,defender-wins,Grapple,,
Alpha,,0,53,27,0,26,176,1,0,30,31,0,0,Beta,Prone,,,48,526,567,,,defender-wins,Trip,,
Alpha,,0,66,29,1,37,176,15,0,16,31,0,0,Beta,Disarm,,,49,526,567,,,defender-wins,Disarm,,
Alpha,,0,38,28,0,10,176,29,0,2,31,0,0,Beta,Equipment Damage,,,50,526,567,,,defender-wins,Equipment Damage,,
Beta,,0,42,27,0,15,176,,5,82,37,1,45,Alpha,Inflict Injury,,,51,567,521,,,repeat,Attack,,
Beta,,0,42,29,0,13,176,35,0,3,38,0,0,Alpha,Grappled,,,52,567,521,,,defender-wins,Grapple,,
Beta,,0,60,27,1,33,176,2,0,36,38,0,0,Alpha,Prone,,,53,567,521,,,defender-wins,Trip,,
Beta,26,0,1,27,0,0,176,,0,69,38,0,31,Alpha,Disarm,,2,54,567,495,26,10,attacker-wins,Disarm,fail-and-fall-back,Legs
Beta,,0,33,27,0,6,176,35,0,3,38,0,0,Alpha,Equipment Damage,,,55,567,495,,,defender-wins,Equipment Damage,,
Alpha,,0,87,31,1,56,176,,0,64,31,1,33,Beta,Inflict Injury,,,56,495,567,,,repeat,Attack,,
Alpha,,0,41,25,0,16,176,18,0,14,32,0,0,Beta,Grappled,,,57,495,567,,,defender-wins,Grapple,,
Alpha,,0,49,27,0,22,176,,0,42,32,0,10,Beta,Prone,,,58,495,567,,,repeat,Trip,,
Alpha,5,0,25,30,0,0,176,21,0,11,32,0,0,Beta,Disarm,,,59,495,567,,,defender-wins,Disarm,,
Alpha,,0,31,28,0,3,176,,0,52,32,0,20,Beta,Equipment Damage,,,60,495,567,,,repeat,Equipment Damage,,
Beta,,0,47,27,0,20,176,0,0,38,38,0,0,Alpha,Inflict Injury,,,61,567,495,,,defender-wins,Attack,,
Beta,16,0,13,29,0,0,176,3,0,35,38,0,0,Alpha,Grappled,1,2,62,567,495,,31,attacker-wins,Grapple,pass,Torso
Beta,,0,100,28,2,72,176,,0,62,38,0,24,Alpha,Prone,,,63,567,495,,,repeat,Trip,,
Beta,4,0,23,27,0,0,176,33,0,5,38,0,0,Alpha,Disarm,,,64,567,495,,,defender-wins,Disarm,,
Beta,,0,97,27,2,70,176,26,0,12,38,0,0,Alpha,Equipment Damage,,,65,567,495,,,defender-wins,Equipment Damage,,
Alpha,,0,94,32,1,62,176,,7,87,32,1,55,Beta,Inflict Injury,,,66,495,560,,,repeat,Attack,,
Alpha,,0,75,25,1,50,176,,23,73,33,1,40,Beta,Grappled,,,67,495,537,,,repeat,Grapple,,
Alpha,,0,35,27,0,8,176,,31,81,34,1,47,Beta,Prone,,,68,495,506,,,repeat,Trip,,
Alpha,,2,98,30,2,68,176,,0,40,35,0,5,Beta,Disarm,,,69,493,506,,,repeat,Disarm,,
Alpha,,13,63,28,1,35,176,32,0,3,35,0,0,Beta,Equipment Damage,,,70,480,506,,,defender-wins,Equipment Damage,,
Beta,24,0,3,27,0,0,176,,42,92,38,1,54,Alpha,Inflict Injury,,,71,506,414,24,,attacker-wins,Attack,,
Beta,,0,68,29,1,39,176,,12,62,39,0,23,Alpha,Grappled,,,72,506,402,,,repeat,Grapple,,
Beta,,0,72,30,1,42,176,,50,100,39,1,61,Alpha,Prone,,,73,506,352,,,repeat,Trip,,
Beta,24,0,3,27,0,0,176,,4,54,40,0,14,Alpha,Disarm,,2,74,506,324,24,30,attacker-wins,Disarm,fail-and-fall-back,Torso
Beta,21,0,8,29,0,0,176,34,0,6,40,0,0,Alpha,Equipment Damage,,,75,506,324,,,defender-wins,Equipment Damage,,
Alpha,,0,35,33,0,2,176,,0,50,35,0,15,Beta,Inflict Injury,,,76,324,506,,,repeat,Attack,,
Alpha,15,0,11,26,0,0,176,,0,94,35,1,59,Beta,Grappled,1,2,77,324,506,,11,attacker-wins,Grapple,pass,Legs
Alpha,,0,57,27,1,30,176,,0,82,36,1,46,Beta,Prone,,,78,324,506,,,repeat,Trip,,
Alpha,,0,98,32,2,66,176,9,0,28,37,0,0,Beta,Disarm,,,79,324,506,,,defender-wins,Disarm,,
Alpha,,0,57,29,0,28,176,,0,38,37,0,1,Beta,Equipment Damage,,,80,324,506,,,repeat,Equipment Damage,,
Beta,,0,91,27,2,64,176,3,0,37,40,0,0,Alpha,Inflict Injury,,,81,506,324,,,defender-wins,Attack,,
Beta,3,0,27,30,0,0,176,,0,66,40,0,26,Alpha,Grappled,1,2,82,506,324,,72,attacker-wins,Grapple,pass,Arms
Beta,,0,83,31,1,52,176,19,0,21,40,0,0,Alpha,Prone,,,83,506,324,,,defender-wins,Trip,,
Beta,19,0,8,27,0,0,176,30,0,10,40,0,0,Alpha,Disarm,,,84,506,324,,,defender-wins,Disarm,,
Beta,,0,54,29,0,25,176,,0,75,40,0,35,Alpha,Equipment Damage,,,85,506,324,,,repeat,Equipment Damage,,
Alpha,,0,90,33,1,57,176,,0,44,37,0,7,Beta,Inflict Injury,,,86,324,506,,,repeat,Attack,,
Alpha,18,0,8,26,0,0,176,,0,41,37,0,4,Beta,Grappled,1,2,87,324,506,,80,attacker-wins,Grapple,pass,Head
Alpha,,0,93,28,2,65,176,7,0,30,37,0,0,Beta,Prone,,,88,324,506,,,defender-wins,Trip,,
Alpha,21,0,13,34,0,0,176,22,0,15,37,0,0,Beta,Disarm,,,89,324,506,,,defender-wins,Disarm,,
Alpha,,0,96,29,2,67,176,,0,71,37,0,34,Beta,Equipment Damage,,,90,324,506,,,repeat,Equipment Damage,,
Beta,,0,58,29,1,29,176,17,0,23,40,0,0,Alpha,Inflict Injury,,,91,506,324,,,defender-wins,Attack,,
Beta,,0,61,30,1,31,176,21,0,19,40,0,0,Alpha,Grappled,,,92,506,324,,,defender-wins,Grapple,,
Beta,,0,65,32,1,33,176,,0,60,40,0,20,Alpha,Prone,,,93,506,324,,,repeat,Trip,,
Beta,,0,44,27,0,17,176,36,0,4,40,0,0,Alpha,Disarm,,,94,506,324,,,defender-wins,Disarm,,
Beta,21,0,8,29,0,0,176,,0,65,40,0,25,Alpha,Equipment Damage,,2,95,506,303,21,80,attacker-wins,Equipment Damage,fail-and-fall-back,Head
Alpha,,0,80,34,1,46,176,11,0,26,37,0,0,Beta,Inflict Injury,,,96,303,506,,,defender-wins,Attack,,
Alpha,,0,82,26,2,56,176,,0,39,37,0,2,Beta,Grappled,,,97,303,506,,,repeat,Grapple,,
Alpha,13,0,17,30,0,0,176,,0,82,37,1,45,Beta,Prone,1,2,98,303,506,,71,attacker-wins,Trip,pass,Arms
Alpha,14,0,20,34,0,0,176,,0,57,38,0,19,Beta,Disarm,,2,99,303,492,14,2,attacker-wins,Disarm,fail-and-fall-back,Legs
Alpha,8,0,23,31,0,0,176,,0,84,38,1,46,Beta,Equipment Damage,1,2,100,303,492,,32,attacker-wins,Equipment Damage,pass,Torso
Beta,,0,69,30,1,39,176,0,0,40,40,0,0,Alpha,Inflict Injury,,,101,492,303,,,defender-wins,Attack,,
Beta,,26,84,31,1,53,176,,0,83,40,1,43,Alpha,Grappled,,,102,466,303,,,repeat,Grapple,,
Beta,,0,41,33,0,8,176,,0,79,41,0,38,Alpha,Prone,,,103,466,303,,,repeat,Trip,,
Beta,,0,50,27,0,23,176,,0,77,41,0,36,Alpha,Disarm,,,104,466,303,,,repeat,Disarm,,
Beta,,23,82,29,1,53,176,,20,81,41,0,40,Alpha,Equipment Damage,,,105,443,283,,,repeat,Equipment Damage,,
Alpha,,0,39,35,0,4,176,,30,80,39,1,41,Beta,Inflict Injury,,,106,283,413,,,repeat,Attack,,
Alpha,,0,61,28,1,33,176,,43,93,40,1,53,Beta,Grappled,,,107,283,370,,,repeat,Grapple,,
Alpha,,12,62,30,1,32,176,,0,48,41,0,7,Beta,Prone,,,108,271,370,,,repeat,Trip,,
Alpha,19,0,15,34,0,0,176,,17,69,41,0,28,Beta,Disarm,,2,109,271,334,19,51,attacker-wins,Disarm,fail-and-fall-back,Arms
Alpha,8,0,23,31,0,0,176,23,0,18,41,0,0,Beta,Equipment Damage,,,110,271,334,,,defender-wins,Equipment Damage,,
Beta,,0,43,31,0,12,176,,0,51,41,0,10,Alpha,Inflict Injury,,,111,334,271,,,repeat,Attack,,
Beta,15,0,17,32,0,0,176,,0,51,41,0,10,Alpha,Grappled,1,2,112,334,271,,71,attacker-wins,Grapple,pass,Arms
Beta,,0,71,33,1,38,176,,0,56,41,0,15,Alpha,Prone,,,113,334,271,,,repeat,Trip,,
Beta,,0,78,27,1,51,176,22,0,19,41,0,0,Alpha,Disarm,,,114,334,271,,,defender-wins,Disarm,,
Beta,,0,47,30,0,17,176,36,0,5,41,0,0,Alpha,Equipment Damage,,,115,334,271,,,defender-wins,Equipment Damage,,
Alpha,,0,66,35,0,31,176,,0,48,41,0,7,Beta,Inflict Injury,,,116,271,334,,,repeat,Attack,,
Alpha,20,0,9,29,0,0,176,19,0,22,41,0,0,Beta,Grappled,1,2,117,271,334,,90,attacker-wins,Grapple,pass,Head
Alpha,,0,96,31,2,65,176,22,0,19,41,0,0,Beta,Prone,,,118,271,334,,,defender-wins,Trip,,
Alpha,27,0,7,34,0,0,176,26,0,15,41,0,0,Beta,Disarm,,2,119,271,333,1,70,attacker-wins,Disarm,fail-and-fall-back,Arms
Alpha,,0,32,31,0,1,176,,0,51,41,0,10,Beta,Equipment Damage,,,120,271,333,,,repeat,Equipment Damage,,
Beta,,0,58,31,0,27,176,14,0,27,41,0,0,Alpha,Inflict Injury,,,121,333,271,,,defender-wins,Attack,,
Beta,,0,47,32,0,15,176,,0,94,41,1,53,Alpha,Grappled,,,122,333,271,,,repeat,Grapple,,
Beta,6,0,28,34,0,0,176,,0,60,42,0,18,Alpha,Prone,1,2,123,333,271,,82,attacker-wins,Trip,pass,Head
Beta,,0,47,28,0,19,176,28,0,14,42,0,0,Alpha,Disarm,,,124,333,271,,,defender-wins,Disarm,,
Beta,,0,65,30,1,35,176,8,0,34,42,0,0,Alpha,Equipment Damage,,,125,333,271,,,defender-wins,Equipment Damage,,
Alpha,30,0,5,35,0,0,176,11,0,30,41,0,0,Beta,Inflict Injury,,,126,271,314,19,,attacker-wins,Attack,,
Alpha,,0,48,29,0,19,176,,0,48,41,0,7,Beta,Grappled,,,127,271,314,,,repeat,Grapple,,
Alpha,,0,47,33,0,14,176,,0,82,41,1,41,Beta,Prone,,,128,271,314,,,repeat,Trip,,
Alpha,,0,61,34,0,27,176,17,0,25,42,0,0,Beta,Disarm,,,129,271,314,,,defender-wins,Disarm,,
Alpha,30,0,1,31,0,0,176,,0,64,42,0,22,Beta,Equipment Damage,,2,130,271,284,30,10,attacker-wins,Equipment Damage,fail-and-fall-back,Legs
Beta,,0,37,31,0,6,176,,0,75,42,0,33,Alpha,Inflict Injury,,,131,284,271,,,repeat,Attack,,
Beta,,0,38,32,0,6,176,,0,95,42,1,53,Alpha,Grappled,,,132,284,271,,,repeat,Grapple,,
Beta,11,0,23,34,0,0,176,0,0,43,43,0,0,Alpha,Prone,1,2,133,284,271,,32,attacker-wins,Trip,pass,Torso
Beta,,0,55,28,0,27,176,,0,79,43,0,36,Alpha,Disarm,,,134,284,271,,,repeat,Disarm,,
Beta,0,0,31,31,0,0,176,,0,48,43,0,5,Alpha,Equipment Damage,,2,135,284,271,0,13,attacker-wins,Equipment Damage,fail-and-fall-back,Legs
Alpha,,6,66,35,0,31,176,26,0,16,42,0,0,Beta,Inflict Injury,,,136,265,284,,,defender-wins,Attack,,
Alpha,,0,36,29,0,7,176,23,0,19,42,0,0,Beta,Grappled,,,137,265,284,,,defender-wins,Grapple,,
Alpha,,0,53,33,0,20,176,,0,91,42,1,49,Beta,Prone,,,138,265,284,,,repeat,Trip,,
Alpha,,0,39,34,0,5,176,,0,59,43,0,16,Beta,Disarm,,,139,265,284,,,repeat,Disarm,,
Alpha,22,0,9,31,0,0,176,,0,86,43,1,43,Beta,Equipment Damage,,2,140,265,262,22,90,attacker-wins,Equipment Damage,fail-and-fall-back,Head
Beta,,0,38,31,0,7,176,6,0,37,43,0,0,Alpha,Inflict Injury,,,141,262,265,,,defender-wins,Attack,,
Beta,,0,59,32,0,27,176,29,0,14,43,0,0,Alpha,Grappled,,,142,262,265,,,defender-wins,Grapple,,
Beta,,4,71,34,1,37,176,,0,52,43,0,9,Alpha,Prone,,,143,258,265,,,repeat,Trip,,
Beta,16,0,12,28,0,0,176,,0,77,43,0,34,Alpha,Disarm,,2,144,258,249,16,21,attacker-wins,Disarm,fail-and-fall-back,Legs
Beta,,0,55,31,0,24,176,,0,84,43,0,41,Alpha,Equipment Damage,,,145,258,249,,,repeat,Equipment Damage,,
Alpha,,0,59,35,0,24,176,5,0,39,44,0,0,Beta,Inflict Injury,,,146,249,258,,,defender-wins,Attack,,
Alpha,22,0,7,29,0,0,176,43,0,1,44,0,0,Beta,Grappled,,,147,249,258,,,defender-wins,Grapple,,
Alpha,,0,72,33,1,39,176,,0,47,44,0,3,Beta,Prone,,,148,249,258,,,repeat,Trip,,
Alpha,0,0,34,34,0,0,176,,0,50,44,0,6,Beta,Disarm,,2,149,249,258,0,43,attacker-wins,Disarm,fail-and-fall-back,Torso
Alpha,29,0,2,31,0,0,176,9,0,35,44,0,0,Beta,Equipment Damage,,2,150,249,238,20,20,attacker-wins,Equipment Damage,fail-and-fall-back,Legs
Beta,,0,80,31,1,49,176,,0,71,43,0,28,Alpha,Inflict Injury,,,151,238,249,,,repeat,Attack,,
Beta,15,0,17,32,0,0,176,,0,57,43,0,14,Alpha,Grappled,1,2,152,238,249,,71,attacker-wins,Grapple,pass,Arms
Beta,19,0,16,35,0,0,176,,0,94,43,1,51,Alpha,Prone,1,2,153,238,249,,61,attacker-wins,Trip,pass,Arms
Beta,,0,32,28,0,4,176,,17,95,44,1,51,Alpha,Disarm,,,154,238,232,,,repeat,Disarm,,
Beta,,0,39,31,0,8,176,29,0,16,45,0,0,Alpha,Equipment Damage,,,155,238,232,,,defender-wins,Equipment Damage,,
Alpha,,0,59,35,0,24,176,5,0,39,44,0,0,Beta,Inflict Injury,,,156,232,238,,,defender-wins,Attack,,
Alpha,,0,38,29,0,9,176,,0,71,44,0,27,Beta,Grappled,,,157,232,238,,,repeat,Grapple,,
Alpha,,0,43,34,0,9,176,42,0,2,44,0,0,Beta,Prone,,,158,232,238,,,defender-wins,Trip,,
Alpha,,0,85,34,1,51,176,15,0,29,44,0,0,Beta,Disarm,,,159,232,238,,,defender-wins,Disarm,,
Alpha,12,0,19,31,0,0,176,,0,83,44,0,39,Beta,Equipment Damage,,2,160,232,226,12,91,attacker-wins,Equipment Damage,fail-and-fall-back,Head
Beta,,0,69,32,1,37,176,20,0,25,45,0,0,Alpha,Inflict Injury,,,161,226,232,,,defender-wins,Attack,,
Beta,,0,56,32,0,24,176,,0,66,45,0,21,Alpha,Grappled,,,162,226,232,,,repeat,Grapple,,
Beta,24,0,11,35,0,0,176,,0,73,45,0,28,Alpha,Prone,1,2,163,226,232,,11,attacker-wins,Trip,pass,Legs
Beta,,0,49,28,0,21,176,,0,57,45,0,12,Alpha,Disarm,,,164,226,232,,,repeat,Disarm,,
Beta,,0,44,31,0,13,176,31,0,14,45,0,0,Alpha,Equipment Damage,,,165,226,232,,,defender-wins,Equipment Damage,,
Alpha,,0,92,35,1,57,176,25,0,19,44,0,0,Beta,Inflict Injury,,,166,232,226,,,defender-wins,Attack,,
Alpha,13,0,16,29,0,0,176,,0,73,44,0,29,Beta,Grappled,1,2,167,232,226,,61,attacker-wins,Grapple,pass,Arms
Alpha,,0,61,34,0,27,176,41,0,3,44,0,0,Beta,Prone,,,168,232,226,,,defender-wins,Trip,,
Alpha,,0,61,35,0,26,176,,0,97,44,1,53,Beta,Disarm,,,169,232,226,,,repeat,Disarm,,
Alpha,,21,96,31,2,65,176,,0,67,45,0,22,Beta,Equipment Damage,,,170,211,226,,,repeat,Equipment Damage,,
Beta,,0,58,33,0,25,176,40,0,5,45,0,0,Alpha,Inflict Injury,,,171,226,211,,,defender-wins,Attack,,
Beta,,0,37,32,0,5,176,35,0,10,45,0,0,Alpha,Grappled,,,172,226,211,,,defender-wins,Grapple,,
Beta,,0,75,35,1,40,176,41,0,4,45,0,0,Alpha,Prone,,,173,226,211,,,defender-wins,Trip,,
Beta,,0,40,28,0,12,176,,0,53,45,0,8,Alpha,Disarm,,,174,226,211,,,repeat,Disarm,,
